Station id,Station Name,Longitude (degrees),Latitude (degrees),Elevation (m),Code,Abbreviation,Year,Jan,Feb,Mar,April,May,June,July,Aug,Sep,Oct,Nov,Dec
01AN001G,ABHAYAPURA GALKULAMA,80.48,8.27,16,5,PRECIP,2021,260,8,9,7,14,26,DNA,DNA,DNA,DNA,DNA,DNA
01PL0031,BAKAMUNA,80.82,7.77,16,5,PRECIP,2019,0,131.9000025,16.20000005,19.39999962,57.5,0,24.5,21,66.90000053,392.7000012,310.8000035,758.7000027
01PL0031,BAKAMUNA,80.82,7.77,16,5,PRECIP,2020,95.29999995,37.29999971,8,88.20000076,202.7999992,21.69999981,40.20000005,12.0999999,20.5,16.10000002,266.2000008,508.6999996
01PL0031,BAKAMUNA,80.82,7.77,16,5,PRECIP,2021,454.8999968,15.30000007,111.4000003,256.3999987,86.99999952,19.50000036,28.49999952,36.50000083,50.69999991,271.8000033,326.000002,245.1000007
01PL0031,BAKAMUNA,80.82,7.77,16,5,PRECIP,2022,259.6999989,165.8999982,55.4000001,260.0999999,3,0,56.20000029,53.20000029,142,280.7000008,212.4999995,387.1000018
01PL0031,BAKAMUNA,80.82,7.77,16,5,PRECIP,2023,97.39999992,264.8999996,322.2999997,140.7000006,117.9999996,1.399999976,0,15,9.899999976,338.6000007,490.7999978,630.3000079
01GL0033,BALAPITIYA,80.05,6.28,16,5,PRECIP,2019,DNA,5.299999952,58.5999999,182.5000007,237.7000012,185.9999998,126.9000008,305.7000018,535.800002,501.8999996,325.8999991,254.700001
01GL0033,BALAPITIYA,80.05,6.28,16,5,PRECIP,2020,27.30000043,55.60000157,DNA,DNA,230.5000002,197.8000002,234.6000012,40.5,371.2000028,110.2999997,152.000001,200.6999984
01GL0033,BALAPITIYA,80.05,6.28,16,5,PRECIP,2021,216.7999973,51.90000081,240.8999987,DNA,DNA,DNA,DNA,DNA,DNA,DNA,DNA,DNA
01GL0033,BALAPITIYA,80.05,6.28,16,5,PRECIP,2022,104.5,21,DNA,DNA,DNA,DNA,DNA,DNA,DNA,DNA,DNA,DNA
01GL0033,BALAPITIYA,80.05,6.28,16,5,PRECIP,2023,DNA,35.80000019,177.4999979,61.20000029,372.5,198.5,129.3000004,111.1000004,718.8000011,920.8999929,457.3999996,257.1999998
01KT0035,BANDARAGAMA,80,6.72,16,5,PRECIP,2019,2,157.5,137.5,295.5,391,313.5999999,160.5,411.5,681,639,538.5,160.5
01KT0035,BANDARAGAMA,80,6.72,16,5,PRECIP,2020,75.5,1,15,34.5,207,159,252.5,128,583.8000002,121,199.5,95
01KT0035,BANDARAGAMA,80,6.72,16,5,PRECIP,2021,287.5,22.5,315.7000008,122.5,460.7,395.5,389,183.5,260,508.5,472,198
01KT0035,BANDARAGAMA,80,6.72,16,5,PRECIP,2022,166,47,73.5,466.9999984,717.9000001,197.8000001,63.09999949,151.1999993,143.5999994,560.2000001,138.1999995,354.1000011
01KT0035,BANDARAGAMA,80,6.72,16,5,PRECIP,2023,162.5000017,53.5999999,201.499999,181.2000013,561.2000002,229.899999,156.500001,201.2999983,984.3999972,501.8999994,366.8000022,362.8999997
43479,BADULLA,81.05,6.98,670,5,PRECIP,2019,64.2000003,166.499998,10.09999999,42.30000085,89.99999963,29.29999961,111.6000021,53.39999887,DNA,362.0000021,268.2000036,372.8000023
43479,BADULLA,81.05,6.98,670,5,PRECIP,2020,68.79999993,45.50000091,11.69999981,93.10000224,198.5000035,144.0000034,99.49999803,158.9999983,129.3999997,41.40000083,289.3000037,187.3999994
43479,BADULLA,81.05,6.98,670,5,PRECIP,2021,112.5999994,67.59999967,162.3999976,136.4999982,223.9999992,61.49999968,70.90000045,235.6999958,104.7999995,322.8000023,251.5999991,209.7999967
43479,BADULLA,81.05,6.98,670,5,PRECIP,2022,99.00000001,66.90000021,104.5000015,436.1000037,DNA,53.39999986,145.3000005,126.2000001,76.90000022,182.9999989,291.4999986,173.1000005
43479,BADULLA,81.05,6.98,670,5,PRECIP,2023,92.79999832,129.4000006,71.69999976,132.3000013,213.3000016,22.90000013,17.80000021,125.2999994,165.8999993,370.2999945,359.599997,451.7000004
01KG031A,BAKMEEWEWA,80.35,7.73,16,5,PRECIP,2019,0,136.300005,12.69999981,285.2999958,0,61.50000072,0,102.1000013,68.49999976,390.4000033,182.9999971,271.3999951
01KG031A,BAKMEEWEWA,80.35,7.73,16,5,PRECIP,2020,0,DNA,0,DNA,21.10000032,109.2999992,72.09999937,43.40000069,145.2999991,DNA,321.9000009,237.1999978
01KG031A,BAKMEEWEWA,80.35,7.73,16,5,PRECIP,2021,206.5999964,0,47.19999886,127.8999989,537.1999907,88.50000155,78.0999974,66.60000062,135.8999991,221.1000034,584.8999982,3.400000095
01KG031A,BAKMEEWEWA,80.35,7.73,16,5,PRECIP,2022,0,18.5,52.69999838,323.599998,156.1000016,26.10000038,49.59999931,84.30000007,91.90000057,166.8999996,168.3999979,190.3999991
01KG031A,BAKMEEWEWA,80.35,7.73,16,5,PRECIP,2023,35.29999924,52.5,84.30000305,201.5999966,44.79999828,3.799999952,0,0,77.89999908,67.19999951,759.0999899,86.89999861
01RT0032,BALANGODA POST OFFICE,80.7,6.65,527,5,PRECIP,2019,DNA,287.0000027,195.3000011,201.3,52.00000095,88.39999962,98.10000134,157.2999989,202.1999998,651.6999991,500.1,226.0999982
01RT0032,BALANGODA POST OFFICE,80.7,6.65,527,5,PRECIP,2020,8,4,35.70000029,298.8000013,304.7999941,70.09999895,106.7999997,105.5000004,295.9000008,141.2000017,533.7999995,169.8
01RT0032,BALANGODA POST OFFICE,80.7,6.65,527,5,PRECIP,2021,194.0000012,131.1999991,406.1999979,302.1000024,412.5000061,146.9000011,163.6000021,56.6000008,141.700002,294.9999999,285.6999977,186.3000017
01RT0032,BALANGODA POST OFFICE,80.7,6.65,527,5,PRECIP,2022,110.9000015,198.8999968,253.9000003,432.3999996,354.9000025,40.4000001,188.0000017,227.9999979,52.50000072,315.7999992,259.0000029,DNA
01RT0032,BALANGODA POST OFFICE,80.7,6.65,527,5,PRECIP,2023,DNA,DNA,132.5999997,264.8999991,298.4999955,10.5999999,38.99999952,17.00000048,222.6000029,546.6000012,551.4999989,487.7000002
01BD0034,BANDARA ELIYA ESTATE,81.02,6.78,0,5,PRECIP,2019,19.5,197,103,310,19,28.5,52,34,475,758,337.5000012,555.7000057
01BD0034,BANDARA ELIYA ESTATE,81.02,6.78,0,5,PRECIP,2020,39,38.5,40,230.3999991,197.3999999,22.5,121.2000008,88,DNA,72.5,484.9000006,104.7
01BD0034,BANDARA ELIYA ESTATE,81.02,6.78,0,5,PRECIP,2021,190.8,DNA,254.099998,257.5,282.6999998,23.5,132,167.5,123.8,271.0999999,444,130
01BD0034,BANDARA ELIYA ESTATE,81.02,6.78,0,5,PRECIP,2022,33.5,35,149.5,597.1000004,118.5,47,220.5,162.5,34,272,305,171.5
01BD0034,BANDARA ELIYA ESTATE,81.02,6.78,0,5,PRECIP,2023,33.5,DNA,239.5,223.5,324,DNA,DNA,DNA,DNA,DNA,986.5,DNA
01NE033A,BAMBRAKELLY - LINDULA,80.65,6.88,0,5,PRECIP,2019,20,77,30,128,27,211,276,365,138,238,153,102
01NE033A,BAMBRAKELLY - LINDULA,80.65,6.88,0,5,PRECIP,2020,DNA,DNA,16,142,305,180,201,360,349.5,253,DNA,DNA
01NE033A,BAMBRAKELLY - LINDULA,80.65,6.88,0,5,PRECIP,2021,88,26,124,94,375,151,268,187,118,304,141,46
01NE033A,BAMBRAKELLY - LINDULA,80.65,6.88,0,5,PRECIP,2022,18,63,65,267,651.5,248,912,754,347.5,695,96,87
01NE033A,BAMBRAKELLY - LINDULA,80.65,6.88,0,5,PRECIP,2023,22,0,140,247,154,DNA,DNA,38,DNA,DNA,DNA,DNA
01GL0030,BADDEGAMA ESTATE,80.18,6.18,15,5,PRECIP,2019,72.50000119,188.3000013,30.30000019,268.7000005,426.6000001,376.4000036,161.8999993,627.4000039,800.0000066,785.4000072,477.7,302.5999994
01GL0030,BADDEGAMA ESTATE,80.18,6.18,15,5,PRECIP,2020,DNA,107,18.69999981,DNA,453.9999971,296.8000002,515.9999981,280.1000004,967.699995,227.7999992,493.700002,374.2999992
01GL0030,BADDEGAMA ESTATE,80.18,6.18,15,5,PRECIP,2021,607.0000019,178.9000006,518.2999945,606.9999943,700.1000059,389.7000027,345.7999983,299.8000023,510.4000038,336.0999966,628.8999959,129.8000008
01GL0030,BADDEGAMA ESTATE,80.18,6.18,15,5,PRECIP,2022,53.89999914,108.1000011,133.1000012,465.3999897,765.6999956,188.099999,116.7999971,256.2999978,44.99999976,556.7999963,77.70000005,DNA
01GL0030,BADDEGAMA ESTATE,80.18,6.18,15,5,PRECIP,2023,99.50000012,224.5999999,205.6000034,133.7000011,564.1999981,349.1999986,DNA,153.8999994,673.1000034,614.4000061,383.100001,299.000003
01BD042B,BEAUVAIS ESTATE,80.82,6.78,0,5,PRECIP,2021,149.5,144.5,99,189.5,129,50,64,42.5,46,431,382,140
01BD042B,BEAUVAIS ESTATE,80.82,6.78,0,5,PRECIP,2022,65,84,61,458,56,82.5,205,124,70.5,327,282,180
01BD042B,BEAUVAIS ESTATE,80.82,6.78,0,5,PRECIP,2023,55.5,65,139,170,200,34,24,DNA,204,596.5,579,438
01RT042C,BELIHULOYA,80.75,6.72,670,5,PRECIP,2019,145.3999987,248.0000018,172.9000019,318.3999971,27.60000074,20.10000038,43.79999924,116.6000014,398.1000016,857.6000019,600.8999973,448.3000002
01RT042C,BELIHULOYA,80.75,6.72,670,5,PRECIP,2020,38.20000112,4.600000024,119.3000006,394.2000033,290.4999988,59,91.4000003,45.09999967,135.7000018,111.0000005,640.4000009,434.9
01RT042C,BELIHULOYA,80.75,6.72,670,5,PRECIP,2021,309.1999975,262.8999995,285.2000002,375.4,382.0999981,130.600001,168.8000014,12.79999989,41.90000057,547.7999983,256.900001,182.2000007
01RT042C,BELIHULOYA,80.75,6.72,670,5,PRECIP,2022,256.1000019,250.9000024,312.0999992,578.0999993,269.299999,5.699999809,75.50000083,126.7000003,29.69999981,300.2000045,365.3000013,253.7999992
01RT042C,BELIHULOYA,80.75,6.72,670,5,PRECIP,2023,147.100002,159.5999981,279.2999996,611.3999936,141.3000004,11.0999999,24,15.19999999,270.1999978,837.2999947,970.8000062,552.400001
01GL0041,BEAUSEJOUR(LOWER),80.33,6.15,61,5,PRECIP,2019,146.7000008,205.7000017,161.7000003,410.9999993,276.9000045,372.6999977,150.4999983,402.500001,582.5999961,684.6000049,296.8000011,130.7999992
01GL0041,BEAUSEJOUR(LOWER),80.33,6.15,61,5,PRECIP,2020,158.6000004,52.89999981,140.6999969,254.3999987,318.4000013,201.3999965,260.100001,172.1999993,708.2000026,189.8000003,419.4000034,242.5000017
01GL0041,BEAUSEJOUR(LOWER),80.33,6.15,61,5,PRECIP,2021,252.0999995,141.3999987,206.6000023,169.2000022,666.5999963,302.5999982,180.9999999,191.4999988,211.299998,425.5999994,444.3999968,260.3999967
01GL0041,BEAUSEJOUR(LOWER),80.33,6.15,61,5,PRECIP,2022,84.10000074,149.8000025,211.1000013,342.6000058,649.8999999,241.8999994,235.8999963,300.5999982,52.19999939,499.9000009,294.1999964,196.6000009
01GL0041,BEAUSEJOUR(LOWER),80.33,6.15,61,5,PRECIP,2023,162.2,287.0999949,303.2999966,233.6000023,557.2999976,404.9999924,119.7999997,255.8999957,DNA,740.8000047,509.80001,487.4999973
01GL040B,BATUWANGALA,80.37,6.37,16,5,PRECIP,2019,158.1000023,287.1999924,263.4999981,432.6999998,330.999998,466.7999993,220.5999981,666.2999987,697.1000078,666.6999963,448.8999987,203.3000025
01GL040B,BATUWANGALA,80.37,6.37,16,5,PRECIP,2020,131.3999982,33.79999924,143.6999997,451.7999979,544.6999996,234.1999988,307.4999988,202.1999974,680.5999953,227.5000027,435.899997,248.2000005
01GL040B,BATUWANGALA,80.37,6.37,16,5,PRECIP,2021,342.9999952,245.4999994,324.6000036,330,807.3000065,488.3999942,446.4999982,331.800001,425.5000037,576.6999933,483.7999989,DNA
01GL040B,BATUWANGALA,80.37,6.37,16,5,PRECIP,2022,71.50000143,361.1000031,180.4999986,409.1000058,934.7000036,274.9000006,362.0999972,360.1999984,195.9999986,719.6000078,405.0999991,335.7000006
01GL040B,BATUWANGALA,80.37,6.37,16,5,PRECIP,2023,242.2000027,386,377.5999985,338.1999983,696.4000015,599.1999992,DNA,221,852.7000034,711.7999977,558.3,648.7999985
01HT0037,BATA ATA,80.92,6.1,24,5,PRECIP,2019,2.899999976,28.89999968,62.09999943,103.4999982,93.09999893,40.10000025,121.8999991,149.9000003,309.8999989,374.4000025,158.8000001,104.1000008
01HT0037,BATA ATA,80.92,6.1,24,5,PRECIP,2020,8.299999893,12.6000002,21.60000086,42.40000021,89.69999981,34.40000001,222.4999996,116.2000016,164.9999996,36.29999983,262.599998,137.3999992
01HT0037,BATA ATA,80.92,6.1,24,5,PRECIP,2021,126.9000009,20.29999995,150.9999993,61.60000068,141.9999997,36.20000041,101.6000025,19.59999982,116.5000013,179.6999982,236.6000023,186.000003
01HT0037,BATA ATA,80.92,6.1,24,5,PRECIP,2022,37.50000019,10.00000019,39.19999957,119.1000004,100.7999978,80.30000043,46.60000101,88.49999924,12.89999999,99.70000051,147.1000003,84.19999993
01HT0037,BATA ATA,80.92,6.1,24,5,PRECIP,2023,72.99999863,144.5,62.30000034,DNA,85.59999943,23.09999987,16.49999991,95.99999809,612.000004,450.8000098,257.4000023,224.4000006
01KG0038,BATALAGODA TANK,80.45,7.52,16,5,PRECIP,2019,0,24.89999962,15.4000001,165.9999976,31,96.99999982,56.89999956,126.7999997,107.6000012,578.0000029,269.3000013,215.9999986
01KG0038,BATALAGODA TANK,80.45,7.52,16,5,PRECIP,2020,46.29999983,2,7.400000095,246.8000007,204.8999999,116.3000005,121.1999998,58.20000005,252.0000004,46.59999937,263.6000012,203.5999973
01KG0038,BATALAGODA TANK,80.45,7.52,16,5,PRECIP,2021,167.8000018,5.700000226,31.30000013,210.5999985,400.1000013,123.6999993,71.6000004,36.89999998,135.8000014,368.4999989,551.099995,24.10000014
01KG0038,BATALAGODA TANK,80.45,7.52,16,5,PRECIP,2022,10.40000021,12.50000006,17.29999961,314.6999972,107.0000002,6.300000012,212.8999997,282.3000015,118.2999983,243.9999974,433.5000033,327.5000015
01KG0038,BATALAGODA TANK,80.45,7.52,16,5,PRECIP,2023,16,36.0999999,123.9000001,110.9000002,197.6000003,79.50000072,31.69999965,60.49999923,193.0999997,354.0999992,518.1999987,197.0000009
01CB038B,BATTARAMULLA,79.92,6.9,15,5,PRECIP,2019,DNA,0.900000013,DNA,DNA,DNA,DNA,DNA,308.1999933,659.8999991,400.8000023,577.0999995,162.9999991
01CB038B,BATTARAMULLA,79.92,6.9,15,5,PRECIP,2020,112.8000019,0.900000013,59.49999857,DNA,DNA,DNA,175.300002,110.9000014,DNA,126.3000005,258.7000008,153.8000035
01CB038B,BATTARAMULLA,79.92,6.9,15,5,PRECIP,2021,239.0000019,42.80000007,151.4000016,254.899999,297.9000003,106.6000013,DNA,28.70000082,DNA,504.1999995,466.8999912,46.29999971
01CB038B,BATTARAMULLA,79.92,6.9,15,5,PRECIP,2022,73.79999924,35.0999999,61.49999905,DNA,DNA,DNA,50.59999955,146.6000001,141.5000007,584.2000018,325.8999909,355.9999938
01CB038B,BATTARAMULLA,79.92,6.9,15,5,PRECIP,2023,166.0999985,83.99999988,239.0999972,262.6999957,220.2999991,155.1999998,74.70000169,76.99999985,491.9999941,584.1999926,401.6000015,DNA
43436,BATTICALOA,81.7,7.72,8,5,PRECIP,2019,169.3999966,151.9000021,23.20000041,49.70000076,0,15.59999962,9.199999809,82.00000019,176.5000001,446.7999981,547.8000019,486.1000022
43436,BATTICALOA,81.7,7.72,8,5,PRECIP,2020,120.0999987,54.20000078,0.699999988,6.500000089,44.00000151,37.49999996,51.39999983,38.70000118,59.50000075,177.4000032,284.4999953,740.8000009
43436,BATTICALOA,81.7,7.72,8,5,PRECIP,2021,761.1999888,153.3999974,96.9999982,57.40000153,89.69999889,53.49999982,64.39999896,48.19999997,61.90000011,71.79999992,492.2999948,322.5999957
43436,BATTICALOA,81.7,7.72,8,5,PRECIP,2022,351.2000025,162.9000013,132.3000014,72.79999948,7.100000054,5.300000027,41.8000015,175.0999976,22.80000043,158.7000002,399.8999985,323.5000018
43436,BATTICALOA,81.7,7.72,8,5,PRECIP,2023,246.4000012,196.0000001,149.2,94.49999715,52.10000062,19.30000015,2.299999952,8.800000191,188.8999985,216.0000018,341.8000026,481.2999981
01RT050C,BELIHULOYA UPPER DIV,80.8,6.77,0,5,PRECIP,2019,16,183,105,326,47.5,17,84,122.5,426,635.5,238,DNA
01RT050C,BELIHULOYA UPPER DIV,80.8,6.77,0,5,PRECIP,2020,44,0,59.5,256,191.5,24,92.5,116,142.5,20,284.5,150
01RT050C,BELIHULOYA UPPER DIV,80.8,6.77,0,5,PRECIP,2021,272,167,270,283,278,102,136.5,49,67,627,285,57.5
01RT050C,BELIHULOYA UPPER DIV,80.8,6.77,0,5,PRECIP,2022,77.5,79.5,108.5,564,146,25,149.5,172,36,180,238,133
01RT050C,BELIHULOYA UPPER DIV,80.8,6.77,0,5,PRECIP,2023,103,87,179,244,DNA,DNA,DNA,DNA,DNA,DNA,DNA,DNA
01BD0036,BANDARAWELA-IRRIGATION,80.98,6.83,1220,5,PRECIP,2019,42.40000109,108.3000008,20.90000021,138.9000001,62.29999961,96.30000162,101.0999991,39.40000063,DNA,391.3000006,297.1999998,385.6999972
01BD0036,BANDARAWELA-IRRIGATION,80.98,6.83,1220,5,PRECIP,2020,29.90000007,28.70000005,0.300000004,38.10000059,232.1000004,93.50000013,79.70000088,51.39999948,145.2999975,109.5000001,338.5000021,182.7000021
01BD0036,BANDARAWELA-IRRIGATION,80.98,6.83,1220,5,PRECIP,2021,122.3000021,34.20000034,160.1000001,128.9000016,68.79999961,117.9000003,44.80000112,154.2000012,203.7000025,253.8000018,261.400001,131.3000023
01BD0036,BANDARAWELA-IRRIGATION,80.98,6.83,1220,5,PRECIP,2022,63.49999905,63.40000051,59.59999973,203.3000006,91.99999988,49.30000136,220.9000035,114.9999996,68.7999979,274.0000008,283.2999999,77.99999905
01BD0036,BANDARAWELA-IRRIGATION,80.98,6.83,1220,5,PRECIP,2023,50.70000018,81.10000056,90.70000118,152.2999998,101.9999994,145.4999987,84.89999866,163.8999996,132.0000005,630.4999988,374.3999989,DNA
143476,BANDARAWELA,80.98,6.84,1225,5,PRECIP,2019,41.20000049,111.7999995,17.80000001,125.4999999,90.30000172,71.79999888,86.89999866,56.69999927,DNA,347.2999992,295.3000009,297.0000001
143476,BANDARAWELA,80.98,6.84,1225,5,PRECIP,2020,31.49999997,13.80000008,9.400000036,66.29999891,249.1999986,65.30000154,81.60000018,77.89999977,125.000002,121.4000008,337.5999972,118.4999997
143476,BANDARAWELA,80.98,6.84,1225,5,PRECIP,2021,112.6000022,45.3999991,202.2999987,108.599999,102.0999998,123.5999999,67.30000203,137.4000007,203.0999998,272.0999986,288.8000022,122.4999998
143476,BANDARAWELA,80.98,6.84,1225,5,PRECIP,2022,64.00000019,53.19999975,83.39999957,290.9000035,DNA,95.30000091,185.4999986,145.499999,48.49999967,307.800001,340.7000014,206.3000018
143476,BANDARAWELA,80.98,6.84,1225,5,PRECIP,2023,48.19999982,68.70000032,81.69999868,173.8999999,111.5999999,127.0999993,86.60000179,166.1000015,156.5000006,530.6000042,310.3000011,323.9000051
01HT0053,BUNDALA LEWAYA,81.25,6.2,16,5,PRECIP,2019,6.400000051,71.70000082,32.5,38.20000076,54.09999895,22.99999972,28.39999986,112.5999995,437.9000008,371.299999,114.799999,247.4999992
01HT0053,BUNDALA LEWAYA,81.25,6.2,16,5,PRECIP,2020,28.99999905,22.90000033,8,102.3000002,13.60000008,152.1,126.7999992,86.20000076,98.69999957,19.69999993,93.60000062,111.8999999
01HT0053,BUNDALA LEWAYA,81.25,6.2,16,5,PRECIP,2021,158.3000014,2.5,140.7,31.90000057,56.60000086,7.399999976,66.60000098,17,30.49999976,131.8000026,160.6000005,278.4000014
01HT0053,BUNDALA LEWAYA,81.25,6.2,16,5,PRECIP,2022,27.30000007,9.799999833,16,137.5999966,87.9000001,18.69999981,60.79999995,6,8.900000095,21.89999956,180.6999998,60.90000033
01HT0053,BUNDALA LEWAYA,81.25,6.2,16,5,PRECIP,2023,82.29999936,121.4999991,62.80000044,45.89999986,207.7,2.700000048,6.699999809,10.50000024,317.8000003,492.8000019,270.3999987,483.7000008
01ML317M,BOWATENNA,80.65,7.65,0,5,PRECIP,2019,17.80000031,59.700001,4.5,70.40000033,27.69999981,25.20000017,7.400000095,48.40000057,101.1000013,554.3999963,300.300002,726.0999912
01ML317M,BOWATENNA,80.65,7.65,0,5,PRECIP,2020,105.8999975,51.89999843,6.799999952,121.8999995,188.6000012,71.10000026,60.1000011,63.99999988,80.2000016,100.8999994,256.1000016,411.9000031
01ML317M,BOWATENNA,80.65,7.65,0,5,PRECIP,2021,344.7999992,44.99999928,60.69999951,215.5999999,175.9000013,95.99999833,68.8000015,24.5,90.20000029,211.4999988,346.199998,237.6000012
01ML317M,BOWATENNA,80.65,7.65,0,5,PRECIP,2022,131.8999976,156.8000021,44.29999995,247.799996,38.29999948,0,81.10000014,114.8999994,112.0999975,187.7999989,159.8000002,399.4999994
01ML317M,BOWATENNA,80.65,7.65,0,5,PRECIP,2023,126.0999988,287.0999985,175.6999974,158.8000003,102.0000006,39.80000079,7.30000025,7,100.2999989,527.3999983,644.2000046,775.3000023
01RT050B,BRAMPTON,80.82,6.75,0,5,PRECIP,2019,155,100,86,270,53,DNA,35,66,150,DNA,650,1365
01RT050B,BRAMPTON,80.82,6.75,0,5,PRECIP,2020,64,0,158,DNA,756,29,80.69999981,160,0,85,618,420
01RT050B,BRAMPTON,80.82,6.75,0,5,PRECIP,2021,1187,104,485,597.4000034,598.5999947,21.79999924,126.6000004,66.70000076,102.5999994,385.3000031,643.5000019,117.2000008
01RT050B,BRAMPTON,80.82,6.75,0,5,PRECIP,2022,193.3000011,167.1000004,428,1265.500002,257,29,189.7999992,264.5,151.2000027,458.2999992,266.3000007,114.5
01RT050B,BRAMPTON,80.82,6.75,0,5,PRECIP,2023,271,376,235,DNA,DNA,DNA,DNA,DNA,264,1492,1180,677
01KY049B,BOWHILL ESTATE,80.55,7.03,16,5,PRECIP,2019,27.40000057,239.9999993,0,291.8999998,37.39999974,405.1999984,355.0999988,556.2999975,287.9000002,498.9000019,206.5000027,118.7999998
01KY049B,BOWHILL ESTATE,80.55,7.03,16,5,PRECIP,2020,9.199999809,1.699999988,44.19999969,232.4999996,473.6000032,436.3999997,285.7000008,387.899998,525.6999991,391.3,178.5999997,232.0999986
01KY049B,BOWHILL ESTATE,80.55,7.03,16,5,PRECIP,2021,181.999999,48.10000093,256.7000014,233.0999988,729.3000034,330.5000004,464.0999969,442.900001,495.1999978,464.9000028,472.2000054,69.89999907
01KY049B,BOWHILL ESTATE,80.55,7.03,16,5,PRECIP,2022,11,44.09999847,74.00000045,269.0000018,773.5999937,141.8000001,534.200004,788.500005,250.3999996,802.6000087,165.2999997,181.6000006
01KY049B,BOWHILL ESTATE,80.55,7.03,16,5,PRECIP,2023,49.69999967,40.29999936,73.90000099,334.4000012,310.4999971,336.0999993,355.5000021,72.39999956,544.2999935,468.5000049,573.4999904,315.5000007
01KG049A,BOPITIYA CO,80.07,7.32,50,5,PRECIP,2019,0,86,0,182,35,287.5,114.6999998,163,386,352.5,308,169
01KG049A,BOPITIYA CO,80.07,7.32,50,5,PRECIP,2020,0,0,0,147,20,87,48,20,473,104,160.5,128
01KG049A,BOPITIYA CO,80.07,7.32,50,5,PRECIP,2021,285,7,302,164,564,578,114,40,332,400,DNA,30
01KG049A,BOPITIYA CO,80.07,7.32,50,5,PRECIP,2022,0,107,56,134,273,87,0,115.5,127,471,180,218
01KG049A,BOPITIYA CO,80.07,7.32,50,5,PRECIP,2023,0,194,179,312,246.5999999,153.6999998,134,53,805.1000004,520.7000008,774.7999992,143.6000004
01NE0049,BOPATTHALAWA,80.72,6.83,1540,5,PRECIP,2019,30.79999995,75.30000038,63.50000191,124.8000005,85.49999928,77.59999922,202.3999968,231.499998,235.5999969,317.9000022,210.8000035,172.1000016
01NE0049,BOPATTHALAWA,80.72,6.83,1540,5,PRECIP,2020,3.299999952,1.600000001,20,170.0000017,444.7000007,91.49999994,113.9000003,228.1000016,235.2999977,66.50000083,112.1000012,75.39999831
01NE0049,BOPATTHALAWA,80.72,6.83,1540,5,PRECIP,2021,139.700002,64.49999972,150.2000005,135.4000009,407.1000044,132.9000002,205.4000031,90.20000079,118.5000004,275.5000006,245.7000027,65.99999958
01NE0049,BOPATTHALAWA,80.72,6.83,1540,5,PRECIP,2022,110.3000007,81.00000036,108.8999999,350.9000018,264.4999984,48.20000055,218.2000013,286.8000005,139.1999977,327.9000022,64.60000098,83.19999826
01NE0049,BOPATTHALAWA,80.72,6.83,1540,5,PRECIP,2023,20,11.49999988,264.6999928,190.2999997,228.0000018,61.20000023,186.5999994,39.00000006,222.4999999,292.6000031,448.5000014,212.8000005
01GL041C,BENTOTA ESTATE,80.17,6.35,400,5,PRECIP,2019,23.80000019,101.4999983,117.9999981,414.2000029,406.0000074,601.9000118,177.0999994,710.9000006,734.8999932,598.000001,519.1999993,223.2000012
01GL041C,BENTOTA ESTATE,80.17,6.35,400,5,PRECIP,2020,85,80.10000134,DNA,DNA,DNA,DNA,DNA,DNA,DNA,DNA,DNA,DNA
01GL041C,BENTOTA ESTATE,80.17,6.35,400,5,PRECIP,2021,175.8000019,163.2000031,355.6999953,222.6999993,550.2999979,511.9999993,444.9999981,377.6000021,479.8000004,555.7999945,837.2000042,220.1000006
01GL041C,BENTOTA ESTATE,80.17,6.35,400,5,PRECIP,2022,141.3000011,189.6000013,49.20000076,237.6000009,781.1999965,351.8999984,218.1000024,406.2999954,111.0999987,780.5999918,231.999999,278.7999978
01GL041C,BENTOTA ESTATE,80.17,6.35,400,5,PRECIP,2023,DNA,129.3000011,257.2000027,209.6999998,658.7999969,432.8000007,236.2999997,248.8999976,1071.400002,1092.500005,797.0999994,813.7999988
01MG044A,Bible Agri. Training Cen,81.22,7.15,820,5,PRECIP,2019,114.9000001,104.1999999,30.30000019,5.400000095,70.19999886,0,49.69999957,8.099999905,190.2999995,347.8999997,354.4999962,499.8999987
01MG044A,Bible Agri. Training Cen,81.22,7.15,820,5,PRECIP,2020,98.79999876,86.90000069,0,59.00000006,241.8999994,75.49999809,54,72.40000153,100.9000006,98.30000114,225.199999,258.9999955
01MG044A,Bible Agri. Training Cen,81.22,7.15,820,5,PRECIP,2021,265.8000002,169.3000007,205.2000008,127.2,17.20000076,43,93.39999962,35.89999962,36.30000019,250.5,280.2,240.8999989
01MG044A,Bible Agri. Training Cen,81.22,7.15,820,5,PRECIP,2022,215.9999986,161.5,34.40000057,138.0999997,44.40000057,35.69999957,276.6000001,49,110.5,311.0000019,356.5999978,293.1000004
01MG044A,Bible Agri. Training Cen,81.22,7.15,820,5,PRECIP,2023,236.5000017,342.5000005,128.5000019,132.8999996,155.2999992,5.800000191,17,3,82.40000001,255.3,901.9000092,908.0000021
01BD048B,BOGAHAMADITTA,80.9,6.97,111,5,PRECIP,2019,41.7000003,97.70000021,1.300000012,31.19999975,37.90000053,29.90000043,46.30000043,33.79999971,109.4000016,230.2999985,167.3000005,415.0999941
01BD048B,BOGAHAMADITTA,80.9,6.97,111,5,PRECIP,2020,54.70000052,68.60000163,6.800000191,156.7999999,306.0999956,109.3999986,219.199997,231.2000003,231.0000032,54.50000012,335.5000017,300.2999959
